date,dealer_id,parts_loyalty,auto_replenishment,maintenance_penetration,bulk_oil_penetration,express_lane_ros,service_lane_utilization,time_in_bay_maint_min,time_in_bay_adv_min,total_wait_min,retention_rate,compliance_score
2025-05-05,D080,0.464,0.282,0.165,0.338,95,0.416,38.0,76.1,82.4,0.441,0.691
2025-05-12,D080,0.463,0.341,0.279,0.382,80,0.465,36.0,71.7,79.8,0.521,0.614
2025-05-19,D080,0.473,0.284,0.241,0.295,94,0.435,39.3,76.0,85.0,0.398,0.543
2025-05-26,D080,0.418,0.307,0.29,0.366,75,0.55,37.2,79.6,81.5,0.486,0.688
2025-06-02,D080,0.434,0.364,0.362,0.232,89,0.47,35.9,77.4,86.7,0.476,0.669
2025-06-09,D080,0.355,0.448,0.24,0.294,96,0.416,40.6,74.3,82.5,0.44,0.594
2025-06-16,D080,0.462,0.421,0.236,0.242,75,0.358,40.7,72.0,88.2,0.482,0.661
2025-06-23,D080,0.52,0.421,0.347,0.178,85,0.405,37.3,80.6,87.0,0.495,0.702
2025-06-30,D080,0.469,0.364,0.188,0.285,83,0.525,41.4,80.0,81.9,0.479,0.557
2025-07-07,D080,0.385,0.29,0.236,0.29,103,0.372,39.1,76.7,79.5,0.478,0.557
2025-07-14,D080,0.394,0.371,0.169,0.294,85,0.442,40.7,77.9,84.9,0.502,0.696
2025-07-21,D080,0.419,0.37,0.313,0.352,89,0.419,38.8,77.1,76.5,0.484,0.562
2025-07-28,D080,0.357,0.315,0.261,0.259,73,0.504,34.8,71.1,95.3,0.468,0.546
2025-08-04,D080,0.467,0.32,0.185,0.356,79,0.401,40.1,74.3,90.4,0.476,0.654
2025-08-11,D080,0.509,0.363,0.262,0.298,76,0.463,37.8,78.3,81.4,0.472,0.546
2025-08-18,D080,0.407,0.374,0.307,0.297,81,0.431,39.7,81.2,78.9,0.521,0.576
2025-08-25,D080,0.483,0.455,0.311,0.325,96,0.508,45.5,82.7,82.4,0.48,0.74
2025-09-01,D080,0.482,0.36,0.244,0.307,93,0.472,41.1,84.9,83.0,0.438,0.632
2025-03-10,D081,0.375,0.335,0.257,0.2,81,0.357,44.3,85.7,99.2,0.481,0.66
2025-03-17,D081,0.334,0.253,0.204,0.26,75,0.389,46.1,90.6,96.2,0.476,0.601
2025-03-24,D081,0.305,0.298,0.2,0.281,83,0.407,43.0,87.7,97.1,0.493,0.647
2025-03-31,D081,0.297,0.432,0.185,0.357,86,0.352,42.1,82.6,100.9,0.443,0.648
2025-04-07,D081,0.392,0.272,0.153,0.282,77,0.385,40.7,88.3,93.5,0.447,0.522
2025-04-14,D081,0.388,0.253,0.169,0.308,81,0.363,40.6,82.8,93.6,0.487,0.613
2025-04-21,D081,0.477,0.317,0.212,0.262,75,0.451,40.6,84.1,93.3,0.427,0.581
2025-04-28,D081,0.377,0.264,0.229,0.324,67,0.436,35.8,91.4,91.5,0.43,0.623
2025-05-05,D081,0.453,0.362,0.224,0.229,74,0.34,37.6,84.8,98.4,0.428,0.564
2025-05-12,D081,0.336,0.243,0.177,0.242,75,0.471,41.6,89.1,99.6,0.458,0.519
2025-05-19,D081,0.355,0.287,0.203,0.156,73,0.318,41.2,87.3,101.5,0.446,0.512
2025-05-26,D081,0.384,0.382,0.227,0.207,83,0.395,39.5,93.1,103.8,0.498,0.468
2025-06-02,D081,0.453,0.303,0.267,0.329,78,0.427,43.3,82.8,95.7,0.373,0.504
2025-06-09,D081,0.32,0.219,0.186,0.282,87,0.369,37.9,82.5,107.3,0.446,0.55
2025-06-16,D081,0.336,0.363,0.198,0.272,83,0.411,45.2,88.9,87.5,0.438,0.496
2025-06-23,D081,0.468,0.27,0.166,0.203,80,0.445,47.6,94.1,93.2,0.418,0.567
2025-06-30,D081,0.418,0.279,0.218,0.273,83,0.378,40.9,88.2,92.7,0.418,0.528
2025-07-07,D081,0.405,0.208,0.218,0.284,74,0.441,40.6,91.8,97.9,0.434,0.526
2025-07-14,D081,0.38,0.281,0.264,0.32,72,0.47,43.0,84.2,104.1,0.456,0.547
2025-07-21,D081,0.363,0.319,0.207,0.37,82,0.38,43.2,85.7,91.7,0.469,0.545
2025-07-28,D081,0.403,0.322,0.186,0.238,75,0.442,42.4,89.3,90.0,0.458,0.544
2025-08-04,D081,0.457,0.353,0.185,0.261,79,0.388,40.1,83.8,96.6,0.489,0.576
2025-08-11,D081,0.417,0.292,0.201,0.274,84,0.362,41.5,93.1,92.4,0.52,0.579
2025-08-18,D081,0.419,0.311,0.259,0.391,91,0.376,43.3,81.4,85.6,0.465,0.527
2025-08-25,D081,0.406,0.282,0.186,0.17,59,0.443,40.3,83.5,82.9,0.472,0.638
2025-09-01,D081,0.359,0.237,0.206,0.257,67,0.347,39.1,85.4,89.5,0.424,0.51
2025-03-10,D082,0.459,0.248,0.296,0.21,82,0.305,41.7,79.7,104.2,0.444,0.563
2025-03-17,D082,0.434,0.27,0.251,0.342,77,0.495,44.6,91.5,89.2,0.47,0.609
2025-03-24,D082,0.418,0.239,0.144,0.253,81,0.472,37.8,82.7,106.5,0.415,0.477
2025-03-31,D082,0.449,0.309,0.286,0.229,70,0.431,43.5,92.8,90.2,0.497,0.576
2025-04-07,D082,0.4,0.273,0.257,0.257,81,0.341,39.2,80.8,102.8,0.416,0.562
2025-04-14,D082,0.377,0.355,0.278,0.287,68,0.448,39.6,86.6,99.6,0.426,0.481
2025-04-21,D082,0.381,0.285,0.34,0.268,82,0.519,48.8,81.9,90.8,0.482,0.559
2025-04-28,D082,0.415,0.304,0.197,0.234,90,0.408,42.6,86.0,99.1,0.469,0.492
2025-05-05,D082,0.377,0.344,0.223,0.266,91,0.432,44.7,87.9,95.9,0.423,0.525
2025-05-12,D082,0.348,0.25,0.26,0.273,69,0.402,45.3,89.4,95.5,0.469,0.552
2025-05-19,D082,0.387,0.31,0.183,0.29,81,0.421,38.0,91.9,90.3,0.428,0.602
2025-05-26,D082,0.412,0.28,0.173,0.176,72,0.412,42.1,86.7,97.6,0.43,0.591
2025-06-02,D082,0.418,0.322,0.214,0.222,105,0.425,40.2,79.0,96.9,0.476,0.537
2025-06-09,D082,0.457,0.324,0.236,0.19,69,0.356,43.4,86.7,89.7,0.449,0.626
2025-06-16,D082,0.4,0.274,0.271,0.299,75,0.371,48.1,86.0,92.0,0.471,0.513
2025-06-23,D082,0.442,0.334,0.297,0.278,87,0.4,44.9,85.5,102.4,0.455,0.481
2025-06-30,D082,0.403,0.284,0.213,0.345,78,0.383,42.1,91.5,88.7,0.42,0.54
2025-07-07,D082,0.408,0.242,0.258,0.342,85,0.408,49.1,84.9,99.8,0.479,0.574
2025-07-14,D082,0.444,0.342,0.216,0.187,70,0.422,44.3,87.9,94.1,0.439,0.521
2025-07-21,D082,0.448,0.294,0.275,0.222,98,0.392,45.9,85.3,88.9,0.453,0.554
2025-07-28,D082,0.442,0.216,0.217,0.24,79,0.44,43.2,90.8,101.0,0.411,0.597
2025-08-04,D082,0.469,0.265,0.251,0.362,72,0.368,35.6,95.4,90.6,0.426,0.542
2025-08-11,D082,0.4,0.34,0.266,0.239,72,0.504,38.9,82.7,98.4,0.436,0.67
2025-08-18,D082,0.375,0.161,0.229,0.368,67,0.495,41.1,88.7,105.9,0.457,0.488
2025-08-25,D082,0.411,0.312,0.222,0.323,99,0.482,38.9,89.1,94.4,0.489,0.504
2025-09-01,D082,0.345,0.335,0.274,0.311,92,0.437,39.3,82.4,87.6,0.436,0.55
2025-03-10,D083,0.484,0.35,0.196,0.266,90,0.526,41.4,73.4,90.3,0.463,0.607
2025-03-17,D083,0.484,0.287,0.229,0.28,99,0.437,40.8,69.4,90.2,0.518,0.531
2025-03-24,D083,0.456,0.372,0.189,0.228,109,0.44,38.5,79.1,83.8,0.451,0.668
2025-03-31,D083,0.356,0.272,0.241,0.36,80,0.49,38.8,77.7,85.0,0.414,0.547
2025-04-07,D083,0.478,0.313,0.214,0.252,90,0.413,36.7,84.7,84.7,0.475,0.553
2025-04-14,D083,0.48,0.297,0.199,0.329,78,0.406,36.0,83.3,89.4,0.434,0.644
2025-04-21,D083,0.498,0.393,0.219,0.333,93,0.4,39.8,75.3,79.1,0.491,0.557
2025-04-28,D083,0.502,0.298,0.31,0.301,94,0.415,38.1,75.8,84.8,0.518,0.634
2025-05-05,D083,0.444,0.26,0.226,0.267,85,0.447,35.5,81.0,84.0,0.46,0.603
2025-05-12,D083,0.376,0.345,0.205,0.339,104,0.405,43.1,68.5,85.5,0.463,0.711
2025-05-19,D083,0.411,0.338,0.287,0.273,100,0.452,33.0,81.6,93.0,0.461,0.566
2025-05-26,D083,0.529,0.371,0.246,0.245,77,0.479,36.3,78.1,78.4,0.549,0.65
2025-06-02,D083,0.408,0.403,0.251,0.338,91,0.447,36.4,82.5,86.7,0.46,0.546
2025-06-09,D083,0.432,0.372,0.228,0.308,90,0.446,39.2,85.1,78.9,0.467,0.622
2025-06-16,D083,0.541,0.44,0.181,0.298,75,0.528,41.0,71.2,92.7,0.492,0.604
2025-06-23,D083,0.388,0.36,0.285,0.264,85,0.496,38.4,82.4,86.6,0.55,0.672
2025-06-30,D083,0.38,0.326,0.233,0.382,90,0.537,38.0,78.1,89.2,0.468,0.574
2025-07-07,D083,0.483,0.376,0.277,0.309,100,0.517,37.2,77.2,88.2,0.52,0.587
2025-07-14,D083,0.444,0.325,0.26,0.308,81,0.471,37.8,75.7,87.0,0.459,0.466
2025-07-21,D083,0.501,0.434,0.258,0.257,89,0.353,38.1,73.5,79.3,0.488,0.568
2025-07-28,D083,0.409,0.341,0.25,0.24,107,0.532,41.2,81.1,81.5,0.459,0.587
2025-08-04,D083,0.409,0.281,0.173,0.277,90,0.53,37.9,78.0,88.5,0.481,0.653
2025-08-11,D083,0.477,0.333,0.208,0.338,76,0.465,41.0,77.0,85.0,0.495,0.541
2025-08-18,D083,0.481,0.375,0.193,0.303,89,0.451,40.1,82.8,75.8,0.501,0.499
2025-08-25,D083,0.474,0.407,0.188,0.34,84,0.466,37.8,84.5,86.0,0.495,0.528
2025-09-01,D083,0.437,0.387,0.198,0.314,80,0.464,37.2,76.9,89.8,0.425,0.643
2025-03-10,D084,0.423,0.297,0.219,0.325,82,0.46,46.5,84.0,103.2,0.442,0.606
2025-03-17,D084,0.363,0.256,0.259,0.329,86,0.446,43.7,81.0,92.5,0.437,0.48
2025-03-24,D084,0.381,0.312,0.1,0.312,67,0.404,46.8,87.4,87.3,0.466,0.543
2025-03-31,D084,0.376,0.306,0.235,0.213,87,0.386,39.3,88.8,107.3,0.48,0.575
2025-04-07,D084,0.359,0.28,0.219,0.277,86,0.398,44.0,88.4,99.3,0.467,0.606
2025-04-14,D084,0.481,0.263,0.267,0.226,83,0.411,44.9,91.9,93.5,0.481,0.492
2025-04-21,D084,0.443,0.21,0.282,0.296,104,0.399,40.5,89.3,93.4,0.462,0.611
2025-04-28,D084,0.348,0.305,0.237,0.193,89,0.44,39.9,92.6,96.6,0.453,0.494
2025-05-05,D084,0.372,0.341,0.15,0.267,90,0.371,40.3,84.2,91.5,0.42,0.476
2025-05-12,D084,0.343,0.291,0.185,0.241,90,0.358,45.1,86.8,98.1,0.433,0.571
2025-05-19,D084,0.36,0.356,0.232,0.232,78,0.39,42.0,83.2,98.1,0.465,0.517
2025-05-26,D084,0.392,0.312,0.306,0.318,97,0.404,42.5,90.2,98.0,0.424,0.503
2025-06-02,D084,0.388,0.349,0.303,0.294,78,0.35,45.4,84.1,91.6,0.458,0.541
2025-06-09,D084,0.463,0.331,0.283,0.196,96,0.325,44.0,87.1,98.5,0.443,0.531
2025-06-16,D084,0.407,0.353,0.207,0.273,88,0.415,39.3,85.2,91.5,0.475,0.452
2025-06-23,D084,0.429,0.221,0.266,0.323,78,0.358,39.1,82.5,95.6,0.481,0.575
2025-06-30,D084,0.46,0.288,0.201,0.27,83,0.396,37.8,88.3,101.3,0.391,0.531
2025-07-07,D084,0.359,0.268,0.222,0.277,91,0.318,46.7,80.2,85.0,0.495,0.535
2025-07-14,D084,0.356,0.33,0.198,0.216,61,0.385,44.1,85.8,101.0,0.461,0.567
2025-07-21,D084,0.362,0.344,0.207,0.309,81,0.405,49.0,82.2,96.1,0.48,0.483
2025-07-28,D084,0.417,0.351,0.314,0.234,91,0.414,42.9,91.7,96.2,0.475,0.458
2025-08-04,D084,0.382,0.283,0.216,0.312,89,0.394,46.7,89.5,99.4,0.484,0.497
2025-08-11,D084,0.439,0.282,0.263,0.245,91,0.35,33.0,82.6,94.1,0.427,0.56
2025-08-18,D084,0.392,0.366,0.216,0.16,75,0.354,41.9,88.0,93.6,0.448,0.498
2025-08-25,D084,0.385,0.325,0.23,0.288,83,0.411,41.1,80.3,103.9,0.456,0.471
2025-09-01,D084,0.364,0.246,0.24,0.187,82,0.382,41.5,85.3,91.3,0.431,0.495
2025-03-10,D085,0.63,0.674,0.476,0.594,174,0.741,31.8,71.0,75.9,0.633,0.788
2025-03-17,D085,0.748,0.706,0.435,0.524,127,0.719,28.7,69.3,78.1,0.635,0.775
2025-03-24,D085,0.622,0.619,0.471,0.609,161,0.68,34.9,73.9,64.1,0.645,0.815
2025-03-31,D085,0.696,0.65,0.548,0.665,180,0.637,25.2,69.1,67.1,0.671,0.844
2025-04-07,D085,0.702,0.655,0.438,0.61,185,0.67,29.6,75.5,80.4,0.602,0.866
2025-04-14,D085,0.696,0.587,0.451,0.544,171,0.745,31.9,61.2,74.6,0.57,0.796
2025-04-21,D085,0.618,0.663,0.417,0.609,140,0.739,33.0,68.0,64.3,0.607,0.796
2025-04-28,D085,0.629,0.629,0.403,0.642,154,0.71,24.5,68.8,71.1,0.646,0.823
2025-05-05,D085,0.715,0.714,0.457,0.643,164,0.647,33.0,59.5,67.9,0.634,0.724
2025-05-12,D085,0.664,0.684,0.49,0.55,216,0.589,31.7,70.1,65.4,0.687,0.861
2025-05-19,D085,0.626,0.704,0.502,0.548,151,0.628,31.0,67.7,70.5,0.712,0.812
2025-05-26,D085,0.638,0.637,0.375,0.59,185,0.718,28.8,66.1,65.8,0.639,0.789
2025-06-02,D085,0.695,0.623,0.488,0.633,185,0.661,29.4,73.1,76.9,0.705,0.814
2025-06-09,D085,0.66,0.533,0.496,0.577,198,0.692,30.9,70.5,78.8,0.625,0.951
2025-06-16,D085,0.569,0.626,0.454,0.616,163,0.626,29.7,64.9,67.5,0.597,0.91
2025-06-23,D085,0.626,0.607,0.457,0.563,158,0.622,25.9,67.9,76.9,0.642,0.772
2025-06-30,D085,0.635,0.718,0.52,0.596,177,0.706,29.6,78.4,68.3,0.643,0.724
2025-07-07,D085,0.715,0.573,0.476,0.581,153,0.774,29.7,66.1,78.9,0.678,0.729
2025-07-14,D085,0.636,0.603,0.43,0.614,186,0.665,28.8,70.2,72.5,0.614,0.826
2025-07-21,D085,0.635,0.67,0.494,0.617,189,0.648,31.8,72.4,80.6,0.584,0.761
2025-07-28,D085,0.711,0.642,0.404,0.64,160,0.668,30.3,70.6,71.8,0.647,0.812
2025-08-04,D085,0.64,0.635,0.45,0.608,182,0.661,27.4,70.0,63.1,0.61,0.857
2025-08-11,D085,0.639,0.607,0.394,0.549,171,0.802,27.4,71.1,60.1,0.629,0.841
2025-08-18,D085,0.634,0.633,0.428,0.577,211,0.72,32.4,64.2,64.2,0.675,0.891
2025-08-25,D085,0.66,0.678,0.462,0.596,203,0.743,27.7,64.9,75.2,0.6,0.759
2025-09-01,D085,0.665,0.735,0.517,0.587,185,0.687,30.5,68.8,72.6,0.658,0.704
2025-03-10,D086,0.649,0.582,0.474,0.578,161,0.67,21.0,65.5,65.1,0.624,0.781
2025-03-17,D086,0.672,0.642,0.41,0.63,138,0.7,25.4,63.8,78.6,0.635,0.767
2025-03-24,D086,0.635,0.633,0.4,0.54,170,0.695,24.1,79.5,71.4,0.591,0.789
2025-03-31,D086,0.699,0.619,0.476,0.588,160,0.679,24.9,68.8,67.9,0.672,0.729
2025-04-07,D086,0.668,0.579,0.484,0.562,198,0.733,28.6,65.3,66.0,0.644,0.75
2025-04-14,D086,0.64,0.541,0.457,0.589,206,0.721,29.4,65.8,75.6,0.66,0.779
2025-04-21,D086,0.659,0.673,0.418,0.712,189,0.591,28.2,69.6,77.3,0.668,0.833
2025-04-28,D086,0.729,0.596,0.512,0.55,194,0.633,35.5,72.8,69.1,0.653,0.832
2025-05-05,D086,0.634,0.672,0.424,0.723,187,0.668,29.4,64.3,66.4,0.621,0.872
2025-05-12,D086,0.701,0.674,0.463,0.618,180,0.699,31.2,72.5,66.2,0.613,0.807
2025-05-19,D086,0.659,0.734,0.537,0.609,203,0.693,30.3,69.5,73.4,0.629,0.884
2025-05-26,D086,0.692,0.76,0.479,0.604,194,0.713,34.6,69.5,72.0,0.657,0.819
2025-06-02,D086,0.657,0.58,0.457,0.604,196,0.677,28.5,63.8,78.0,0.628,0.816
2025-06-09,D086,0.658,0.673,0.413,0.666,151,0.612,31.3,68.5,68.3,0.65,0.812
2025-06-16,D086,0.697,0.61,0.492,0.652,152,0.733,24.4,65.4,65.6,0.637,0.742
2025-06-23,D086,0.704,0.591,0.533,0.686,194,0.68,25.5,71.0,79.4,0.629,0.942
2025-06-30,D086,0.631,0.709,0.369,0.654,187,0.61,31.6,69.3,76.2,0.663,0.85
2025-07-07,D086,0.663,0.639,0.434,0.63,197,0.633,31.3,64.2,73.4,0.605,0.808
2025-07-14,D086,0.705,0.619,0.454,0.619,111,0.63,31.5,69.5,76.8,0.58,0.798
2025-07-21,D086,0.706,0.67,0.409,0.611,156,0.67,37.5,68.9,70.5,0.616,0.818
2025-07-28,D086,0.725,0.708,0.493,0.577,198,0.766,33.1,72.9,65.8,0.656,0.81
2025-08-04,D086,0.654,0.642,0.377,0.597,164,0.711,28.3,68.0,75.2,0.625,0.814
2025-08-11,D086,0.702,0.697,0.535,0.609,162,0.639,31.9,71.6,71.8,0.602,0.97
2025-08-18,D086,0.685,0.576,0.511,0.742,175,0.7,29.6,62.5,72.4,0.63,0.764
2025-08-25,D086,0.688,0.672,0.472,0.542,132,0.727,33.2,66.3,67.8,0.645,0.805
2025-09-01,D086,0.688,0.715,0.473,0.676,149,0.719,30.6,70.4,71.8,0.649,0.761
2025-03-10,D087,0.586,0.67,0.408,0.607,154,0.706,33.7,70.9,80.2,0.691,0.822
2025-03-17,D087,0.769,0.554,0.497,0.517,210,0.81,27.2,72.8,72.0,0.632,0.865
2025-03-24,D087,0.636,0.624,0.431,0.702,155,0.772,31.2,67.9,67.1,0.626,0.822
2025-03-31,D087,0.685,0.643,0.43,0.539,190,0.714,29.5,70.2,71.4,0.632,0.745
2025-04-07,D087,0.6,0.661,0.418,0.582,184,0.655,28.0,67.3,73.0,0.648,0.763
2025-04-14,D087,0.604,0.653,0.529,0.647,210,0.739,38.1,65.4,71.5,0.614,0.867
2025-04-21,D087,0.673,0.715,0.47,0.586,215,0.663,31.7,68.2,70.3,0.594,0.804
2025-04-28,D087,0.652,0.62,0.42,0.67,191,0.729,31.6,65.7,72.9,0.697,0.713
2025-05-05,D087,0.652,0.663,0.479,0.634,169,0.712,25.7,66.8,73.2,0.621,0.834
2025-05-12,D087,0.634,0.517,0.389,0.69,170,0.65,26.7,63.3,76.8,0.612,0.904
2025-05-19,D087,0.67,0.627,0.472,0.579,129,0.695,28.3,66.1,58.4,0.613,0.868
2025-05-26,D087,0.656,0.611,0.387,0.657,181,0.767,28.6,76.6,75.2,0.611,0.829
2025-06-02,D087,0.543,0.659,0.405,0.512,152,0.676,25.4,68.2,81.0,0.662,0.852
2025-06-09,D087,0.618,0.671,0.456,0.486,159,0.713,30.9,67.8,74.5,0.695,0.823
2025-06-16,D087,0.665,0.621,0.38,0.604,187,0.662,25.8,65.7,71.7,0.617,0.837
2025-06-23,D087,0.677,0.623,0.508,0.626,199,0.656,28.1,68.0,75.9,0.671,0.872
2025-06-30,D087,0.679,0.634,0.368,0.647,181,0.709,26.8,73.1,60.0,0.647,0.911
2025-07-07,D087,0.63,0.576,0.508,0.649,169,0.688,31.0,69.5,63.6,0.643,0.882
2025-07-14,D087,0.667,0.659,0.437,0.709,136,0.686,24.9,69.8,70.6,0.622,0.76
2025-07-21,D087,0.588,0.658,0.409,0.635,165,0.718,30.8,66.0,69.7,0.685,0.855
2025-07-28,D087,0.661,0.635,0.444,0.594,166,0.785,29.6,66.5,73.0,0.657,0.808
2025-08-04,D087,0.641,0.743,0.415,0.581,179,0.739,26.0,62.7,71.5,0.607,0.859
2025-08-11,D087,0.648,0.729,0.434,0.697,172,0.783,30.2,67.1,71.8,0.584,0.904
2025-08-18,D087,0.703,0.58,0.482,0.574,165,0.735,28.8,67.9,71.8,0.657,0.846
2025-08-25,D087,0.703,0.704,0.43,0.577,144,0.678,27.6,66.4,73.7,0.672,0.797
2025-09-01,D087,0.725,0.63,0.478,0.599,146,0.659,30.9,69.6,79.8,0.642,0.741
2025-03-10,D088,0.672,0.694,0.485,0.577,193,0.71,26.2,63.2,76.1,0.656,0.815
2025-03-17,D088,0.68,0.65,0.434,0.565,189,0.642,31.4,67.8,72.7,0.655,0.845
2025-03-24,D088,0.655,0.72,0.542,0.559,245,0.761,32.6,64.5,78.2,0.685,0.81
2025-03-31,D088,0.651,0.609,0.422,0.647,164,0.667,32.3,67.9,70.5,0.594,0.758
2025-04-07,D088,0.611,0.672,0.468,0.601,125,0.766,28.8,60.5,75.2,0.657,0.807
2025-04-14,D088,0.632,0.746,0.459,0.577,174,0.683,29.5,71.3,70.0,0.659,0.852
2025-04-21,D088,0.706,0.604,0.454,0.597,193,0.722,31.2,69.7,73.4,0.635,0.747
2025-04-28,D088,0.649,0.751,0.461,0.597,175,0.724,32.5,64.4,65.1,0.633,0.768
2025-05-05,D088,0.594,0.749,0.369,0.556,180,0.748,31.0,68.5,76.5,0.618,0.806
2025-05-12,D088,0.699,0.71,0.368,0.645,199,0.63,29.4,66.4,61.6,0.561,0.757
2025-05-19,D088,0.71,0.733,0.401,0.641,200,0.775,29.2,64.8,78.6,0.635,0.9
2025-05-26,D088,0.573,0.703,0.467,0.64,175,0.683,28.6,64.0,74.5,0.625,0.804
2025-06-02,D088,0.686,0.8,0.469,0.645,203,0.668,29.5,66.5,68.6,0.61,0.79
2025-06-09,D088,0.73,0.648,0.494,0.615,189,0.745,27.7,70.2,63.2,0.622,0.792
2025-06-16,D088,0.601,0.681,0.432,0.571,191,0.68,34.6,66.9,82.6,0.688,0.788
2025-06-23,D088,0.599,0.71,0.474,0.647,183,0.716,27.5,73.9,79.4,0.638,0.812
2025-06-30,D088,0.644,0.682,0.426,0.602,181,0.662,31.4,66.7,70.1,0.643,0.765
2025-07-07,D088,0.707,0.585,0.415,0.63,164,0.692,26.6,63.6,72.9,0.619,0.811
2025-07-14,D088,0.582,0.639,0.505,0.51,173,0.643,30.8,69.7,58.8,0.665,0.715
2025-07-21,D088,0.629,0.732,0.451,0.665,213,0.683,28.2,77.0,68.3,0.672,0.813
2025-07-28,D088,0.633,0.663,0.494,0.616,150,0.755,28.7,73.7,62.8,0.691,0.735
2025-08-04,D088,0.621,0.637,0.476,0.569,164,0.604,32.4,65.3,66.3,0.661,0.822
2025-08-11,D088,0.715,0.701,0.372,0.595,202,0.795,32.2,61.1,66.4,0.662,0.858
2025-08-18,D088,0.657,0.631,0.527,0.57,175,0.686,32.2,61.5,77.7,0.649,0.888
2025-08-25,D088,0.754,0.63,0.443,0.619,207,0.634,34.8,71.2,69.6,0.623,0.721
2025-09-01,D088,0.704,0.667,0.462,0.548,149,0.691,29.9,67.6,79.4,0.606,0.832
2025-03-10,D089,0.692,0.59,0.433,0.628,177,0.718,31.0,68.2,69.5,0.636,0.77
2025-03-17,D089,0.607,0.713,0.364,0.557,197,0.735,34.3,73.4,71.9,0.626,0.745
2025-03-24,D089,0.661,0.55,0.445,0.621,163,0.708,30.6,68.9,69.0,0.611,0.771
2025-03-31,D089,0.656,0.563,0.478,0.564,152,0.645,28.5,72.7,73.2,0.621,0.831
2025-04-07,D089,0.635,0.669,0.43,0.64,209,0.698,22.1,72.1,64.7,0.605,0.852
2025-04-14,D089,0.739,0.703,0.4,0.588,179,0.699,28.0,75.5,64.9,0.633,0.751
2025-04-21,D089,0.607,0.676,0.399,0.555,201,0.769,27.7,67.5,67.9,0.666,0.784
2025-04-28,D089,0.627,0.729,0.403,0.466,169,0.632,25.7,75.9,70.4,0.687,0.866
2025-05-05,D089,0.757,0.604,0.419,0.551,150,0.648,28.6,74.2,67.7,0.599,0.767
2025-05-12,D089,0.669,0.687,0.534,0.583,160,0.645,32.0,65.5,72.9,0.649,0.893
2025-05-19,D089,0.6,0.715,0.449,0.575,139,0.66,28.9,68.2,68.5,0.621,0.735
2025-05-26,D089,0.624,0.655,0.38,0.564,192,0.77,34.0,64.8,64.1,0.627,0.873
2025-06-02,D089,0.689,0.59,0.485,0.695,212,0.641,28.9,70.4,74.5,0.654,0.747
2025-06-09,D089,0.636,0.605,0.466,0.618,200,0.746,33.0,73.1,75.7,0.625,0.761
2025-06-16,D089,0.567,0.5,0.463,0.547,172,0.74,30.2,66.8,87.0,0.616,0.835
2025-06-23,D089,0.647,0.625,0.537,0.707,187,0.665,27.9,70.7,75.2,0.681,0.855
2025-06-30,D089,0.668,0.688,0.452,0.614,170,0.699,29.5,69.0,85.6,0.633,0.827
2025-07-07,D089,0.643,0.626,0.472,0.593,174,0.765,28.7,67.5,72.5,0.639,0.867
2025-07-14,D089,0.613,0.626,0.394,0.61,188,0.699,30.4,71.4,70.7,0.624,0.746
2025-07-21,D089,0.71,0.587,0.46,0.614,205,0.649,32.5,67.3,74.5,0.641,0.789
2025-07-28,D089,0.614,0.573,0.521,0.611,186,0.788,34.9,70.2,64.4,0.681,0.861
2025-08-04,D089,0.685,0.751,0.479,0.697,188,0.691,27.5,64.9,76.9,0.674,0.81
2025-08-11,D089,0.636,0.642,0.44,0.564,181,0.737,27.4,67.8,71.3,0.656,0.752
2025-08-18,D089,0.633,0.62,0.47,0.678,183,0.766,30.7,63.4,68.3,0.611,0.881
2025-08-25,D089,0.717,0.674,0.456,0.664,209,0.786,28.3,75.9,68.7,0.658,0.799
2025-09-01,D089,0.627,0.672,0.392,0.556,201,0.725,34.4,69.7,79.8,0.577,0.794
2025-03-10,D090,0.706,0.666,0.425,0.594,193,0.733,30.6,74.0,70.1,0.61,0.76
2025-03-17,D090,0.652,0.665,0.405,0.62,205,0.619,30.6,64.9,72.1,0.582,0.893
2025-03-24,D090,0.706,0.627,0.466,0.666,178,0.678,34.5,67.5,73.2,0.656,0.762
2025-03-31,D090,0.631,0.614,0.391,0.587,185,0.749,32.4,73.3,69.5,0.595,0.87
2025-04-07,D090,0.643,0.61,0.48,0.567,179,0.713,26.2,73.9,73.7,0.671,0.831
2025-04-14,D090,0.633,0.684,0.398,0.591,187,0.73,23.7,70.8,78.0,0.615,0.837
2025-04-21,D090,0.656,0.627,0.436,0.608,133,0.805,26.3,68.7,69.6,0.602,0.788
2025-04-28,D090,0.698,0.734,0.457,0.703,197,0.713,27.8,66.1,76.0,0.636,0.761
2025-05-05,D090,0.612,0.65,0.477,0.6,188,0.602,25.9,69.1,71.7,0.63,0.807
2025-05-12,D090,0.611,0.694,0.502,0.539,172,0.695,30.7,65.8,69.5,0.676,0.814
2025-05-19,D090,0.597,0.582,0.453,0.564,176,0.73,31.9,63.3,75.3,0.652,0.894
2025-05-26,D090,0.684,0.654,0.443,0.608,193,0.651,29.5,66.7,70.0,0.644,0.902
2025-06-02,D090,0.694,0.641,0.405,0.594,184,0.698,29.0,59.8,71.9,0.688,0.907
2025-06-09,D090,0.645,0.66,0.423,0.569,230,0.626,31.8,70.7,75.0,0.689,0.829
2025-06-16,D090,0.671,0.678,0.453,0.597,167,0.68,27.5,73.4,69.6,0.665,0.788
